sku,product_type,attribute_set_code,shortname,name,brand,manufacturer,trademark_owner,type_of_product,smart_cat,format,pouches_can,net_weight_g,portionsize,net_weight_oz,coreflavor,flavor,is_unflavored,mixpack,multiplack,type_of_nicotine,nicotinemg,nicotine_mg_pouch,country_of_manufacture,short_description,description,small_image,thumbnail_image,moisture,nicotine_strength,nikotinstyrka,unit,units_per_sku,contains_tobacco,contains_nicotine,ingredient_list,product_characteristics,product_websites,base_image,gallery_images,calculated_US_dots_pouch,Strength_w_suffix,,,,,,,,,,,,,,,,,,
SPG-10004,Simple,"Nicotine Pouches, Synthetic",Sesh+,Mango,4mg,Sesh+,Mango,4mg,Nicotine,Pouches,SESH,Sesh,Products,US,Inc.,Sesh,Products,US,Inc.,All,White,Portion,All,White,Portion,Slim,20,11.3,0.57,0.4,Fruit,Mango,No,No,No,Synthetic,Nicotine,7.1,https://github.com/PCMellow/testImage/blob/main/3.1mb.jpg?raw=true,Sweden,desc,,,,,Regular,2,Can,1,No,Yes,"Synthetic Nicotine, Maltitol, Fibres, Gumbase, Calcium lactate, Acesulfam K, Glycerol, Propylene glycol, Flavoring, MCT oil","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains MCT Oil","Nicokick US,Northerner US",https://github.com/PCMellow/testImage/blob/main/5.9.jpg?raw=true,https://github.com/PCMellow/testImage/blob/main/2mb.jpg?raw=true,2,4,mg/pouch
